# Trip recorded by Car Stats Viewer v0.29.0.0019 (com.ixam97.carStatsViewer_dev)
#
# Vehicle brand and model: Polestar. Polestar (ihu_abl_car)
# Start timestamp: 1726563439239
# End timestamp: 1726664212681
# Trip type: 3
# Drive time: 31389914
# Used energy: 135915.16110147838
# Used SoC: 0.0
# Used Soc (Energy): 0.0
# Driven distance: 730146.7889205553
# Note:
# Last edited: 1726604529250

Timestamp;Energy delta;Distance delta;Point Marker Type;SoC;lat;lon;alt
1726575939430;-10.8421;106.9566;;0.41;61.571133;9.846456;245
1726575943728;-10.4900;109.5248;;0.42;61.571133;9.846456;245
1726575948030;-10.7051;109.6556;;0.42;61.570698;9.848694;239
1726575952134;-10.2267;104.6141;;0.42;61.570259;9.850945;233
1726575956231;-9.1490;104.6300;;0.42;61.569820;9.853184;228
1726575960629;-7.9296;112.3289;;0.42;61.569393;9.855442;223
1726575964829;-6.1170;107.3668;;0.42;61.569050;9.857757;218
1726575969030;-8.7012;107.5944;;0.42;61.568813;9.860135;215
1726575973329;-6.1837;109.8059;;0.42;61.568813;9.860135;215
1726575977630;-3.5850;109.6846;;0.42;61.568531;9.862486;211
1726575981828;-1.3273;107.1692;;0.42;61.568146;9.864779;205
1726575986128;-2.6724;109.4937;;0.42;61.567856;9.867129;200
1726575990433;8.2343;108.4967;;0.42;61.567837;9.869534;197
1726575994630;21.4299;105.6285;;0.42;61.568054;9.871879;198
1726575998829;26.5951;106.9445;;0.42;61.568054;9.871879;198
1726576002929;16.2689;105.5448;;0.42;61.568405;9.874178;197
1726576007330;12.9673;112.8451;;0.42;61.568867;9.876420;196
1726576011529;22.4865;106.2379;;0.42;61.569401;9.878585;196
1726576015829;36.5145;109.0016;;0.41;61.569817;9.880819;198
1726576020030;33.7217;107.2873;;0.41;61.570023;9.883194;201
1726576024229;30.7123;108.0646;;0.41;61.570045;9.885627;206
1726576028628;23.1307;113.4934;;0.41;61.570045;9.885627;206
1726576032829;17.3189;107.9873;;0.41;61.570045;9.888076;205
1726576037129;17.9260;110.1242;;0.41;61.570042;9.890522;205
1726576041328;18.5060;107.3260;;0.41;61.570042;9.892954;205
1726576045429;16.6794;104.8109;;0.41;61.570023;9.895384;204
1726576049729;19.2551;109.6584;;0.41;61.569885;9.897787;205
1726576053928;19.7492;107.0622;;0.41;61.569885;9.897787;205
1726576058229;19.8253;109.7059;;0.41;61.569592;9.900131;205
1726576062428;21.0461;107.0692;;0.41;61.569153;9.902369;205
1726576066628;22.1005;107.3451;;0.41;61.568592;9.904489;205
1726576070930;17.7792;110.4275;;0.41;61.568035;9.906623;205
1726576075132;8.4555;108.3332;;0.41;61.567539;9.908836;204
1726576079329;1.1244;108.1526;;0.41;61.567123;9.911125;205
1726576083628;-3.3928;110.3542;;0.41;61.567123;9.911125;205
1726576087829;-2.6936;106.9835;;0.41;61.566772;9.913457;199
1726576092030;6.3806;106.0810;;0.41;61.566315;9.916193;195
1726576096429;16.5994;111.0391;;0.41;61.565884;9.917884;199
1726576100729;23.5804;108.8898;;0.41;61.565201;9.919801;194
1726576104929;23.7303;107.1173;;0.41;61.564243;9.921877;194
1726576109229;21.9141;110.2023;;0.41;61.563374;9.923485;195
1726576113429;22.7609;108.1091;;0.41;61.563374;9.923485;195
1726576117630;12.4337;107.5949;;0.41;61.562458;9.924991;196
1726576121928;5.6277;106.3040;;0.41;61.561501;9.926343;197
1726576126228;16.0898;104.7189;;0.41;61.560547;9.927554;197
1726576130528;17.6992;104.3079;;0.41;61.559628;9.928831;197
1726576135629;25.1631;123.3545;;0.41;61.558929;9.929898;197
1726576139930;24.3185;103.8585;;0.41;61.558929;9.929898;197
1726576145028;32.8725;123.2417;;0.41;61.558929;9.929898;197
1726576150231;33.6487;125.7995;;0.41;61.558929;9.929898;197
1726576155330;32.3874;123.5555;;0.41;61.558929;9.929898;197
1726576159730;28.0259;106.6105;;0.41;61.558929;9.929898;197
1726576164028;26.8852;104.0960;;0.41;61.558929;9.929898;197
1726576168329;26.6944;104.1729;;0.41;61.558929;9.929898;197
1726576173428;31.8704;123.4723;;0.41;61.558929;9.929898;197
1726576177730;27.0962;104.0894;;0.41;61.558929;9.929898;197
1726576182031;27.1841;104.1573;;0.40;61.558929;9.929898;197
1726576186330;26.8850;104.1137;;0.40;61.558929;9.929898;197
1726576190630;26.8744;104.1143;;0.40;61.558929;9.929898;197
1726576194836;26.6093;101.7266;;0.40;61.558929;9.929898;197
1726576199130;26.6756;104.1700;;0.40;61.558929;9.929898;197
1726576203429;26.7312;104.1398;;0.40;61.558929;9.929898;197
1726576207728;25.8729;104.2157;;0.40;61.558929;9.929898;197
1726576212029;22.7136;104.3074;;0.40;61.558929;9.929898;197
1726576217230;24.4665;126.1740;;0.40;61.558929;9.929898;197
1726576221428;16.0107;102.0038;;0.40;61.558929;9.929898;197
1726576225630;15.2140;101.9283;;0.40;61.558929;9.929898;197
1726576229829;3.8218;100.4862;;0.40;61.558929;9.929898;197
1726576235029;4.2856;121.7154;;0.40;61.558929;9.929898;197
1726576239328;18.3268;102.3535;;0.40;61.558929;9.929898;197
1726576243529;9.0431;101.2822;;0.40;61.558929;9.929898;197
1726576247829;6.5899;104.0733;;0.40;61.558929;9.929898;197
1726576252928;4.4296;123.3681;;0.40;61.558929;9.929898;197
1726576257329;-17.3732;101.6907;;0.40;61.558929;9.929898;197
1726576262730;-9.6200;118.7589;;0.40;61.558929;9.929898;197
1726576267929;-6.9132;109.7502;;0.40;61.558929;9.929898;197
1726576273129;1.8739;107.6563;;0.40;61.558929;9.929898;197
1726576278329;4.5338;107.8516;;0.40;61.558929;9.929898;197
1726576283629;0.5098;109.2894;;0.40;61.558929;9.929898;197
1726576288929;3.9568;108.2674;;0.40;61.558929;9.929898;197
1726576294331;8.0979;112.1978;;0.40;61.558929;9.929898;197
1726576299529;12.8295;109.8800;;0.40;61.558929;9.929898;197
1726576304830;8.9249;115.1840;;0.40;61.558929;9.929898;197
1726576310129;8.0042;117.0340;;0.40;61.558929;9.929898;197
1726576315234;-2.8427;111.6944;;0.40;61.558929;9.929898;197
1726576320532;12.6245;117.4126;;0.40;61.548531;10.008063;198
1726576325829;10.0160;119.5986;;0.40;61.548382;10.010168;196
1726576331030;11.8380;118.4485;;0.40;61.548271;10.012314;195
1726576336429;11.5024;122.3312;;0.40;61.548214;10.014473;194
1726576341728;3.3273;117.6958;;0.40;61.548191;10.016611;193
1726576347030;8.5802;113.8852;;0.40;61.548172;10.018689;193
1726576352228;17.2604;112.4668;;0.40;61.548153;10.020730;192
1726576357429;9.8331;112.1652;;0.40;61.548138;10.022780;192
1726576362529;9.7051;107.7465;;0.40;61.548122;10.024821;192
1726576367930;16.2973;115.1416;;0.40;61.548088;10.026825;191
1726576373329;12.4595;115.4409;;0.40;61.548058;10.028855;190
1726576378631;13.4158;111.5288;;0.40;61.548042;10.030877;191
1726576383929;16.1099;110.8402;;0.40;61.548027;10.032875;191
1726576389130;14.4666;107.5545;;0.40;61.548008;10.034862;191
1726576394429;20.3384;110.0298;;0.40;61.547970;10.038795;192
1726576399629;25.8791;109.5365;;0.40;61.547985;10.040779;193
1726576404929;23.9470;113.5463;;0.40;61.548141;10.042773;194
1726576410329;22.0901;114.8395;;0.40;61.548462;10.044680;195
1726576415529;25.3054;110.5995;;0.40;61.548950;10.046398;197
1726576420829;31.5880;114.6349;;0.40;61.549561;10.047981;198
1726576426128;31.9745;117.6780;;0.40;61.550224;10.049537;200
1726576431430;11.2397;114.7794;;0.40;61.550770;10.051287;201
1726576436729;8.8537;109.7357;;0.40;61.551125;10.053156;203
1726576441929;20.5910;106.2382;;0.40;61.551281;10.055068;204
1726576447229;22.4208;113.1725;;0.40;61.551273;10.057025;204
1726576452429;2.1883;112.1903;;0.40;61.551079;10.059027;203
1726576457830;4.7246;115.9779;;0.40;61.550705;10.060907;201
1726576463229;7.2382;116.3956;;0.40;61.550167;10.062597;199
1726576468729;5.6917;119.2991;;0.40;61.549568;10.064216;198
1726576473930;8.8491;113.1580;;0.40;61.549019;10.065923;196
1726576479329;8.1983;118.7900;;0.40;61.547977;10.069449;193
1726576484629;14.2026;118.3957;;0.39;61.547447;10.071252;192
1726576489830;6.2268;114.4260;;0.39;61.546917;10.073037;191
1726576495028;9.3704;112.7249;;0.39;61.546402;10.074795;190
1726576500134;10.5305;109.9002;;0.39;61.545891;10.076545;190
1726576505430;22.0264;115.5983;;0.39;61.545376;10.078301;190
1726576510631;21.0630;114.2692;;0.39;61.544773;10.079948;191
1726576516028;23.9629;119.9851;;0.39;61.544010;10.081290;191
1726576521229;14.8401;116.8722;;0.39;61.543205;10.082608;191
1726576526531;8.4844;116.9280;;0.39;61.542427;10.083949;191
1726576531730;12.5285;113.5554;;0.39;61.541695;10.085353;190
1726576536930;2.3698;112.6819;;0.39;61.540928;10.086656;190
1726576542130;-3.6483;108.8064;;0.39;61.540276;10.088159;189
1726576547430;2.7927;106.4210;;0.39;61.539711;10.089729;188
1726576552730;13.4883;104.9176;;0.39;61.539169;10.091249;188
1726576558033;40.7987;108.6641;;0.39;61.538651;10.092779;189
1726576563433;42.3584;119.1752;;0.39;61.538166;10.094447;190
1726576568830;20.4595;122.4556;;0.39;61.537708;10.096311;191
1726576574131;6.1921;119.8201;;0.39;61.537247;10.098228;190
1726576579430;0.9251;116.4946;;0.39;61.536606;10.102219;190
1726576584629;12.0777;112.5162;;0.39;61.536407;10.104222;189
1726576589929;21.3827;117.2499;;0.39;61.536037;10.106151;189
1726576595130;15.0355;115.5034;;0.39;61.535576;10.108021;188
1726576600430;11.7525;116.6973;;0.39;61.535091;10.109859;188
1726576605730;16.5765;115.1999;;0.39;61.534588;10.111648;188
1726576611130;12.2859;116.8301;;0.39;61.534119;10.113465;189
1726576616430;2.5432;109.8567;;0.39;61.533749;10.115313;190
1726576621629;9.1565;104.3283;;0.39;61.533451;10.117139;190
1726576626730;10.5678;102.8269;;0.39;61.533375;10.119027;190
1726576632130;13.2831;108.3981;;0.39;61.533310;10.120931;189
1726576637431;18.1011;106.2602;;0.39;61.532860;10.122561;189
1726576642830;11.7618;107.7680;;0.39;61.532154;10.123761;190
1726576649030;-4.8929;113.4322;;0.39;61.531570;10.125171;190
1726576655430;12.5338;109.6974;;0.39;61.530773;10.128102;192
1726576661629;25.0639;103.6857;;0.39;61.530415;10.129498;193
1726576668030;16.6116;104.6910;;0.39;61.530132;10.130968;195
1726576676429;-13.9596;111.4963;;0.39;61.529865;10.133752;198
1726576691230;10.1767;105.3230;;0.39;61.529888;10.135976;200
1726576700828;35.7495;105.2992;;0.39;61.529720;10.137850;200
1726576710031;9.9874;109.2953;;0.39;61.529518;10.140048;201
1726576719630;-5.1494;106.3462;;0.39;61.529411;10.142170;200
1726576731129;5.5552;109.5625;;0.39;61.529324;10.144002;199
1726576741630;2.6682;105.9588;;0.39;61.529057;10.145782;197
1726576751231;10.9579;101.2090;;0.39;61.528442;10.147243;196
1726576760828;19.6767;108.9977;;0.39;61.527683;10.148610;196
1726576769331;10.3225;102.2709;;0.39;61.527287;10.149364;196
1726576776930;20.9003;102.8395;;0.39;61.526466;10.151004;194
1726576784331;5.4193;107.6029;;0.39;61.526001;10.151932;192
1726576791632;3.7889;106.1828;;0.39;61.525021;10.153776;190
1726576798830;10.2175;104.9218;;0.39;61.524471;10.154519;190
1726576806330;5.9552;108.6559;;0.39;61.523373;10.156023;189
1726576813831;7.7792;109.6182;;0.39;61.522839;10.156817;188
1726576821330;7.5300;109.6212;;0.39;61.521782;10.158498;189
1726576827529;45.9121;101.2997;;0.39;61.521233;10.159305;187
1726576833828;20.5278;111.1895;;0.39;61.520531;10.159972;187
1726576840228;20.2580;115.5218;;0.39;61.519028;10.161160;187
1726576846531;20.3501;117.6777;;0.39;61.518299;10.162026;187
1726576852931;18.7537;120.1916;;0.39;61.517521;10.162742;187
1726576858231;17.6219;100.1830;;0.38;61.516712;10.163273;188
1726576863630;24.2108;105.8740;;0.38;61.515911;10.163898;188
1726576868831;15.5968;103.9568;;0.38;61.515099;10.164639;188
1726576874129;13.3180;106.4373;;0.38;61.514248;10.165318;187
1726576879531;15.3858;108.4249;;0.38;61.512501;10.166340;188
1726576885029;14.5999;110.0997;;0.38;61.511600;10.166534;188
1726576890131;13.2520;100.2035;;0.38;61.510708;10.166413;189
1726576895334;17.2403;101.4557;;0.38;61.509830;10.166404;190
1726576900731;16.4707;107.5669;;0.38;61.508976;10.166945;189
1726576906031;-18.0177;101.0330;;0.38;61.508110;10.167462;188
1726576912330;2.9330;105.8140;;0.38;61.507317;10.167631;188
1726576918630;34.6604;114.9099;;0.38;61.506565;10.167938;187
1726576923829;25.1952;101.9213;;0.38;61.505745;10.168122;188
1726576929029;24.4518;103.5174;;0.38;61.504856;10.168027;187
1726576934330;11.9433;106.8420;;0.38;61.503975;10.168349;188
1726576939532;14.8234;102.0439;;0.38;61.502270;10.169577;188
1726576944833;20.0210;103.0666;;0.38;61.501419;10.170033;189
1726576950033;17.1894;103.9773;;0.38;61.500584;10.170732;189
1726576955429;6.5585;108.6807;;0.38;61.499767;10.171596;188
1726576960630;7.2085;103.9310;;0.38;61.498959;10.172462;188
1726576965929;8.8322;103.3683;;0.38;61.498165;10.173302;187
1726576971231;25.8849;105.3440;;0.38;61.497330;10.173899;188
1726576976430;23.3997;106.5534;;0.38;61.496426;10.174205;189
1726576981829;0.1889;108.1298;;0.38;61.495537;10.174670;189
1726576987130;7.0952;101.4325;;0.38;61.494732;10.175488;188
1726576992530;11.6207;101.1868;;0.38;61.493908;10.175991;189
1726576998832;17.2853;116.1259;;0.38;61.493065;10.176087;190
1726577005129;19.6162;118.5200;;0.38;61.491451;10.176968;189
1726577011430;14.1477;120.5525;;0.38;61.490650;10.177660;189
1726577016830;16.6672;103.8519;;0.38;61.489895;10.178514;189
1726577022030;20.6134;101.3221;;0.38;61.489197;10.179626;189
1726577027330;22.0456;105.6951;;0.38;61.488449;10.180611;190
1726577032629;9.5188;104.7903;;0.38;61.487572;10.181036;190
1726577037929;18.6068;103.1486;;0.38;61.486687;10.181177;190
1726577043229;23.5764;106.8307;;0.38;61.485806;10.181342;190
1726577048629;18.8589;111.5126;;0.38;61.484905;10.181656;190
1726577053829;9.2724;106.4379;;0.38;61.483978;10.181844;190
1726577059032;4.8541;103.2637;;0.38;61.483051;10.181726;191
1726577065230;3.4450;118.4516;;0.38;61.481388;10.182757;190
1726577070629;16.4594;103.0037;;0.38;61.480778;10.184018;189
1726577075930;19.5334;104.5824;;0.38;61.480164;10.185343;189
1726577081233;8.6544;104.5186;;0.38;61.479534;10.186678;189
1726577086431;21.4161;104.2157;;0.38;61.478848;10.187860;189
1726577091729;22.5000;110.2149;;0.38;61.478043;10.188807;188
1726577097029;17.9403;112.4635;;0.38;61.477146;10.189444;187
1726577102131;12.0028;107.3736;;0.38;61.476196;10.189752;187
1726577107330;12.5277;108.3107;;0.38;61.475246;10.189683;187
1726577112728;16.6624;112.0641;;0.38;61.474335;10.189275;188
1726577118033;18.3270;111.2413;;0.38;61.473454;10.188553;188
1726577123232;12.4201;107.9990;;0.38;61.472565;10.187857;188
1726577128531;12.3299;109.9970;;0.37;61.471638;10.187553;188
1726577133930;7.7184;110.4268;;0.37;61.470699;10.187636;188
1726577139329;11.2812;108.6872;;0.37;61.469776;10.187808;188
1726577144446;2.9983;100.4962;;0.37;61.468864;10.187953;188
1726577149728;7.9513;101.4964;;0.37;61.467121;10.187488;187
1726577154930;19.6529;100.2215;;0.37;61.466286;10.186982;187
1726577160328;16.0012;107.3498;;0.37;61.465427;10.186447;188
1726577166629;-2.9189;118.7789;;0.37;61.464588;10.185913;188
1726577172930;21.7950;119.4861;;0.37;61.463783;10.185360;187
1726577178229;19.5758;104.6003;;0.37;61.462955;10.184861;187
1726577183531;17.7735;106.4014;;0.37;61.462090;10.184375;187
1726577188929;23.4243;111.1420;;0.37;61.461208;10.183922;186
1726577194229;22.8478;112.3179;;0.37;61.460308;10.183391;186
1726577199628;17.9040;115.6501;;0.37;61.458458;10.182292;186
1726577204929;16.3753;113.7825;;0.37;61.457516;10.181807;186
1726577210234;15.8333;113.9025;;0.37;61.456547;10.181597;187
1726577215633;16.4373;115.9921;;0.37;61.455585;10.181810;187
1726577221028;16.4720;115.9801;;0.37;61.454662;10.182453;187
1726577226327;15.4131;113.8899;;0.37;61.453831;10.183499;187
1726577231629;14.8534;113.9969;;0.37;61.453098;10.184844;186
1726577236930;13.8551;113.9250;;0.37;61.452435;10.186322;186
1726577242036;30.1492;112.4649;;0.37;61.451778;10.187827;186
1726577247230;16.7370;117.5294;;0.37;61.451080;10.189354;186
1726577252530;4.4732;116.7371;;0.37;61.450298;10.190722;186
1726577257930;9.5179;115.3976;;0.37;61.449467;10.191854;186
1726577263228;11.0739;113.1038;;0.37;61.448639;10.192884;186
1726577268529;5.5794;109.7491;;0.37;61.447849;10.194044;186
1726577273828;9.2809;107.8154;;0.37;61.447147;10.195335;186
1726577279329;12.1017;110.7336;;0.37;61.446510;10.196727;185
1726577284625;16.1200;108.2261;;0.37;61.445869;10.198074;185
1726577289929;14.8989;108.2725;;0.37;61.444290;10.200028;185
1726577295130;3.3545;104.2773;;0.37;61.443398;10.200446;186
1726577300329;5.2798;100.4521;;0.37;61.442520;10.200515;186
1726577305733;25.0430;105.9233;;0.37;61.441643;10.200350;186
1726577311132;42.0206;112.8850;;0.37;61.440739;10.200096;186
1726577316431;30.6967;118.3895;;0.37;61.439758;10.199851;186
1726577321730;19.2650;120.2847;;0.37;61.438740;10.199757;187
1726577327137;10.2757;121.1649;;0.37;61.437717;10.199860;187
1726577332428;10.5523;116.7002;;0.37;61.436714;10.200123;187
1726577337629;10.8198;112.7244;;0.37;61.435745;10.200569;187
1726577342829;21.6054;113.4720;;0.37;61.434811;10.201175;187
1726577348228;18.7013;118.6254;;0.37;61.433891;10.201947;187
1726577353429;20.2547;115.9700;;0.37;61.433006;10.202895;187
1726577358831;7.7330;119.5431;;0.37;61.432144;10.204006;186
1726577364230;2.8037;114.6199;;0.37;61.431343;10.205272;186
1726577369628;4.1361;110.7002;;0.37;61.430622;10.206607;186
1726577374729;12.7670;103.0845;;0.37;61.429379;10.209464;186
1726577380031;18.6238;108.6127;;0.37;61.428806;10.210979;186
1726577385328;9.2513;108.5860;;0.37;61.428242;10.212523;185
1726577390629;6.6001;105.9591;;0.37;61.427689;10.214045;186
1726577395828;15.0256;103.1570;;0.37;61.427147;10.215541;186
1726577401229;25.3496;109.9142;;0.36;61.426594;10.217035;185
1726577406428;21.1482;109.8404;;0.36;61.425995;10.218541;185
1726577411728;14.7818;112.1821;;0.36;61.425323;10.219975;185
1726577417029;15.5126;112.5919;;0.36;61.424580;10.221225;186
1726577422429;8.7458;113.5811;;0.36;61.423756;10.222251;186
1726577427629;11.8095;107.1626;;0.36;61.422886;10.223034;186
1726577433030;25.3335;112.7458;;0.36;61.421993;10.223604;186
1726577438429;34.9911;117.8517;;0.36;61.421070;10.224016;186
1726577443728;17.3227;118.8277;;0.36;61.420086;10.224269;187
1726577449029;12.4557;116.9699;;0.36;61.419067;10.224373;187
1726577454324;15.9066;115.5953;;0.36;61.418068;10.224275;187
1726577459528;16.2370;113.5181;;0.36;61.417084;10.224148;187
1726577464830;19.6567;115.0210;;0.36;61.415112;10.223899;188
1726577470230;19.7364;118.6882;;0.36;61.414131;10.224140;187
1726577475628;16.2079;118.8014;;0.36;61.413193;10.224801;187
1726577481030;18.2415;119.9705;;0.36;61.412254;10.225560;187
1726577486327;-1.1284;114.1828;;0.36;61.411320;10.226296;187
1726577491628;14.0102;111.3309;;0.36;61.410385;10.226689;186
1726577496928;15.5297;112.7640;;0.36;61.409424;10.226674;186
1726577502229;19.9408;113.3882;;0.36;61.408466;10.226446;186
1726577507429;21.2102;112.4595;;0.36;61.407505;10.226189;186
1726577512930;17.4193;119.6644;;0.36;61.406528;10.225931;186
1726577518430;15.6969;118.6427;;0.36;61.405552;10.225687;186
1726577523629;27.5606;113.9466;;0.36;61.404579;10.225673;187
1726577528929;24.3811;119.5445;;0.36;61.403610;10.226076;187
1726577534130;18.0028;118.5565;;0.36;61.402622;10.226637;187
1726577539426;15.6264;120.4853;;0.36;61.401642;10.227320;187
1726577544829;-4.8822;116.5770;;0.36;61.399841;10.229247;187
1726577550229;8.5858;111.6870;;0.36;61.399040;10.230266;187
1726577555530;9.5635;109.9315;;0.36;61.398247;10.231306;187
1726577560929;11.7562;112.1305;;0.36;61.397446;10.232337;186
1726577566031;20.0725;107.6918;;0.36;61.396645;10.233386;185
1726577571231;20.9926;111.8452;;0.36;61.395828;10.234446;186
1726577576629;27.6508;118.2999;;0.36;61.394958;10.235405;185
1726577582031;23.4910;120.3556;;0.36;61.394016;10.236099;186
1726577587229;24.8136;117.3769;;0.36;61.393024;10.236512;186
1726577592429;16.4655;117.3718;;0.36;61.392021;10.236916;187
1726577597631;8.3647;114.9123;;0.36;61.391064;10.237648;188
1726577602929;-2.3022;111.9007;;0.36;61.390228;10.238763;188
1726577608330;9.2340;110.4126;;0.36;61.389507;10.240064;189
1726577613529;25.2293;108.5012;;0.36;61.388870;10.241451;189
1726577618829;20.8093;114.5154;;0.36;61.388294;10.243010;188
1726577624028;16.8453;114.6290;;0.36;61.387787;10.244747;188
1726577629329;13.8907;116.4665;;0.36;61.387352;10.246623;187
1726577634623;10.3304;116.8302;;0.36;61.387028;10.248582;186
1726577639828;2.1021;110.7439;;0.36;61.386700;10.252624;187
1726577645229;8.8930;111.9809;;0.36;61.386589;10.254583;186
1726577650628;15.1093;111.9306;;0.35;61.386379;10.256492;186
1726577655829;17.1011;108.1161;;0.35;61.386055;10.258341;187
1726577661130;20.1833;108.3962;;0.35;61.385662;10.260105;188
1726577666322;27.2822;107.2458;;0.35;61.385235;10.261817;189
1726577671528;18.9731;107.4346;;0.35;61.384781;10.263516;190
1726577676929;16.6663;113.6067;;0.35;61.384201;10.265055;190
1726577682228;15.7485;114.7918;;0.35;61.383446;10.266293;189
1726577687529;24.6124;117.3027;;0.35;61.382549;10.267146;188
1726577692829;27.8345;119.6388;;0.35;61.381584;10.267717;189
1726577698221;14.7335;123.6003;;0.35;61.380642;10.268553;189
1726577703530;7.3390;121.1344;;0.35;61.379818;10.269849;188
1726577708730;14.0663;117.3369;;0.35;61.379131;10.271460;187
1726577714131;13.0447;120.5733;;0.35;61.378414;10.272977;187
1726577719429;19.9570;117.6247;;0.35;61.377644;10.274354;187
1726577724829;21.4248;121.6441;;0.35;61.376873;10.275694;186
1726577730128;17.2324;119.4810;;0.35;61.375267;10.278304;186
1726577735331;8.4750;116.2314;;0.35;61.374393;10.279387;187
1726577740729;4.5202;116.8971;;0.35;61.373493;10.280250;187
1726577746131;11.9828;114.9482;;0.35;61.372578;10.280896;187
1726577751230;17.8896;108.8165;;0.35;61.371651;10.281458;187
1726577756530;38.8987;114.4421;;0.35;61.370720;10.282012;187
1726577761729;46.3906;115.3760;;0.35;61.369774;10.282577;191
1726577767022;16.4712;116.4457;;0.35;61.368816;10.283226;193
1726577772328;10.9927;115.3040;;0.35;61.367962;10.284240;194
1726577777629;2.3024;116.1254;;0.35;61.367180;10.285494;192
1726577782931;6.6935;119.2473;;0.35;61.366310;10.286505;189
1726577788329;5.8808;120.8600;;0.35;61.365334;10.287110;186
1726577793530;16.3121;115.1937;;0.35;61.364326;10.287376;186
1726577799028;16.4010;120.7123;;0.35;61.363331;10.287602;186
1726577804329;24.7247;116.7067;;0.35;61.362339;10.287821;186
1726577809629;23.2516;117.8827;;0.35;61.361347;10.287958;187
1726577814930;17.5230;118.1308;;0.35;61.359341;10.287630;188
1726577820330;6.2520;117.8171;;0.35;61.358360;10.287292;188
1726577825628;15.2650;116.7052;;0.35;61.357376;10.287005;187
1726577830828;5.5838;113.0209;;0.35;61.356388;10.286810;187
1726577836132;20.8458;114.6358;;0.35;61.355415;10.286628;187
1726577841429;23.7429;114.5802;;0.35;61.354431;10.286445;187
1726577846729;21.9898;113.4820;;0.35;61.353462;10.286352;189
1726577851931;20.6636;109.1786;;0.35;61.352505;10.286459;191
1726577857229;15.8981;111.3754;;0.35;61.351559;10.286679;193
1726577862630;17.2295;113.6119;;0.35;61.350613;10.286727;193
1726577867933;14.4908;111.1721;;0.35;61.349659;10.286688;193
1726577873430;24.6847;115.1812;;0.34;61.348713;10.286640;193
1726577878729;12.7841;110.6378;;0.34;61.347759;10.286666;194
1726577884029;17.1115;110.6595;;0.34;61.346821;10.286867;195
1726577889529;14.4619;115.4624;;0.34;61.345882;10.287106;195
1726577894829;6.6926;113.1830;;0.34;61.344952;10.287428;194
1726577900030;9.4983;111.3732;;0.34;61.343132;10.288783;191
1726577905429;3.5509;116.0291;;0.34;61.342224;10.289548;190
1726577910729;3.6851;112.6398;;0.34;61.341290;10.289999;189
1726577915929;18.8422;110.1547;;0.34;61.340336;10.290032;188
1726577921229;14.9400;112.5603;;0.34;61.339371;10.289982;188
1726577926621;10.6994;112.5996;;0.34;61.338413;10.289922;188
1726577931830;19.8576;107.1316;;0.34;61.337482;10.289744;189
1726577937032;24.7942;109.9375;;0.34;61.336575;10.289282;190
1726577942230;27.8061;111.7292;;0.34;61.335693;10.288465;190
1726577947529;30.7724;115.7799;;0.34;61.334827;10.287521;192
1726577952728;9.7543;111.7081;;0.34;61.333946;10.286581;193
1726577957929;5.0868;107.4402;;0.34;61.333019;10.286015;193
1726577963329;21.3794;113.6437;;0.34;61.332085;10.285860;192
1726577968729;15.3309;117.2358;;0.34;61.331142;10.286131;191
1726577973928;5.6478;112.3393;;0.34;61.330189;10.286627;190
1726577979329;14.2420;116.2745;;0.34;61.329239;10.287128;188
1726577984628;16.5078;114.7579;;0.34;61.328297;10.287624;187
1726577989729;11.2987;109.4798;;0.34;61.327339;10.288116;187
1726577995035;6.2292;112.2765;;0.34;61.325451;10.289034;187
1726578000228;6.7644;107.8378;;0.34;61.324512;10.289160;186
1726578005632;14.8753;112.3561;;0.34;61.323570;10.289227;186
1726578010928;14.1110;109.9195;;0.34;61.322632;10.289312;186
1726578016132;14.7159;107.5089;;0.34;61.321709;10.289613;186
1726578021528;21.1812;114.0710;;0.34;61.320812;10.290208;187
1726578026929;7.7534;113.4316;;0.34;61.319935;10.291012;187
1726578032229;8.8228;108.7469;;0.34;61.319099;10.291911;187
1726578037428;23.8018;109.0375;;0.34;61.318295;10.292890;187
1726578042728;17.2643;113.1494;;0.34;61.317337;10.294214;186
1726578047936;19.2481;111.5514;;0.34;61.316563;10.295433;186
1726578053228;14.9408;115.5782;;0.34;61.315804;10.296720;185
1726578058428;7.4206;111.5442;;0.34;61.315048;10.298027;185
1726578063728;16.3565;112.7679;;0.34;61.314289;10.299279;185
1726578069028;17.0299;113.9600;;0.34;61.313488;10.300395;184
1726578074429;18.5785;116.0227;;0.34;61.312611;10.301263;185
1726578079729;22.8581;115.1041;;0.34;61.311874;10.301786;185
1726578085129;16.9571;117.7733;;0.34;61.309731;10.302322;185
1726578090430;20.1769;117.3903;;0.34;61.308727;10.302358;184
1726578095628;20.8494;116.9557;;0.34;61.307724;10.302622;184
1726578100930;11.5190;117.2285;;0.34;61.306744;10.303137;185
1726578106129;24.0441;112.8739;;0.34;61.305828;10.303890;186
1726578111429;22.4910;114.5543;;0.34;61.304966;10.304863;187
1726578116729;6.8235;111.4251;;0.34;61.304173;10.306033;188
1726578121930;6.3893;102.7070;;0.34;61.303871;10.306510;188
1726578127328;20.7611;105.1252;;0.34;61.303871;10.306510;188
1726578133431;22.5582;117.8511;;0.33;61.303871;10.306510;188
1726578138729;18.1347;101.2487;;0.33;61.303871;10.306510;188
1726578143931;25.3864;100.0799;;0.33;61.303871;10.306510;188
1726578149328;39.4127;108.9181;;0.33;61.303871;10.306510;188
