# Charging session recorded by Car Stats Viewer v0.29.0.0019 (com.ixam97.carStatsViewer_dev)
#
# Vehicle brand and model: Polestar. Polestar (ihu_abl_car)
# Start timestamp: 1726579359974
# End timestamp: 1726581216766
# Charged Energy: 40856.845857429864
# Charged SoC: 0.0
# Outside Temperature: 17.0
# Lat: 61.130436
# Lon: 10.434652

Timestamp;Charging session id;energy delta; power;SoC;point marker type
1726579867406;85;-117.1414;-86081848.0000;0.43;
1726579872408;85;-122.0280;-86081848.0000;0.43;
1726579877407;85;-117.0375;-86287104.0000;0.43;
1726579882407;85;-119.5902;-86193528.0000;0.43;2
1726579917376;85;-19.1802;-86134272.0000;0.43;1
1726579922377;85;-940.9446;-89899248.0000;0.44;
1726579927376;85;-125.1284;-90118496.0000;0.44;
1726579932376;85;-127.6978;-90173248.0000;0.45;
1726579937376;85;-125.1989;-88580000.0000;0.45;
1726579942376;85;-121.0199;-86703048.0000;0.45;
1726579947376;85;-119.9575;-86126952.0000;0.45;
1726579952376;85;-119.5547;-85685176.0000;0.45;
1726579957377;85;-119.1564;-85891056.0000;0.45;
1726579962377;85;-116.8391;-86108000.0000;0.46;
1726579967377;85;-121.6225;-85448800.0000;0.46;
1726579972377;85;-118.7982;-85778400.0000;0.46;
1726579977377;85;-118.7562;-85396944.0000;0.46;
1726579982377;85;-119.5509;-85954128.0000;0.46;
1726579987377;85;-120.1646;-87738752.0000;0.46;
1726579992377;85;-119.8789;-88398752.0000;0.46;
1726579997377;85;-123.7940;-89401656.0000;0.46;
1726580002377;85;-124.7942;-90172496.0000;0.47;
1726580007377;85;-127.8382;-90612192.0000;0.47;
1726580012377;85;-125.9316;-90887544.0000;0.47;
1726580017377;85;-126.3116;-91204272.0000;0.47;
1726580022377;85;-124.5559;-91548896.0000;0.47;
1726580027377;85;-130.9108;-92762752.0000;0.47;
1726580032377;85;-128.8578;-92845504.0000;0.47;
1726580037377;85;-128.9391;-92984408.0000;0.48;
1726580042378;85;-128.9051;-92860200.0000;0.48;
1726580047377;85;-126.2177;-92818800.0000;0.48;
1726580052377;85;-131.3893;-92543448.0000;0.48;
1726580057377;85;-126.0064;-92584872.0000;0.48;
1726580062377;85;-128.7786;-92806544.0000;0.48;
1726580067377;85;-131.3180;-92862520.0000;0.48;
1726580072377;85;-128.8575;-92904000.0000;0.49;
1726580077377;85;-126.2891;-92696624.0000;0.49;
1726580082377;85;-128.9026;-92918496.0000;0.49;
1726580087377;85;-131.3118;-92766840.0000;0.49;
1726580092377;85;-126.2663;-92932952.0000;0.49;
1726580097377;85;-128.8829;-92642280.0000;0.49;
1726580102377;85;-128.8301;-92739600.0000;0.50;2
1726580129389;85;-51.5929;-92947352.0000;0.50;1
1726580134364;85;-776.3803;-93240000.0000;0.50;
1726580139365;85;-129.2786;-93087752.0000;0.51;
1726580144365;85;-129.2442;-93337656.0000;0.51;
1726580149419;85;-129.2152;-93101944.0000;0.51;
1726580154383;85;-126.3088;-92476824.0000;0.51;
1726580159383;85;-131.1082;-92268448.0000;0.51;
1726580164383;85;-125.4600;-91990200.0000;0.51;
1726580169383;85;-130.6891;-92420872.0000;0.52;
1726580174383;85;-125.7769;-92504320.0000;0.52;
1726580179383;85;-128.5301;-92643248.0000;0.52;
1726580184383;85;-131.0539;-92685000.0000;0.52;
1726580189383;85;-128.6808;-92615168.0000;0.52;
1726580194383;85;-128.6959;-92879600.0000;0.52;
1726580199383;85;-128.9636;-92879600.0000;0.52;
1726580204383;85;-128.9043;-92921400.0000;0.52;
1726580209383;85;-128.8663;-92851504.0000;0.53;
1726580214383;85;-126.0704;-93158104.0000;0.53;
1726580219383;85;-128.9128;-92823304.0000;0.53;
1726580224383;85;-128.8604;-92753128.0000;0.53;
1726580229383;85;-128.8060;-92753128.0000;0.53;
1726580234383;85;-128.9396;-92724704.0000;0.53;
1726580239383;85;-131.5228;-92738104.0000;0.53;
1726580244383;85;-126.3773;-93073504.0000;0.54;
1726580249384;85;-129.1055;-92919248.0000;0.54;
1726580254383;85;-131.5937;-92667544.0000;0.54;
1726580259383;85;-128.8786;-92638824.0000;0.54;
1726580264384;85;-128.9070;-92820000.0000;0.54;
1726580269383;85;-129.0161;-93127408.0000;0.54;
1726580274383;85;-126.3691;-92623096.0000;0.54;
1726580279384;85;-131.5598;-92888448.0000;0.55;
1726580284383;85;-124.9343;-92930496.0000;0.55;
1726580289383;85;-129.0291;-92901600.0000;0.55;
1726580294383;85;-129.0969;-93083104.0000;0.55;
1726580299383;85;-129.1410;-93209400.0000;0.55;
1726580304383;85;-128.6415;-90851808.0000;0.55;
1726580309383;85;-127.6138;-92338000.0000;0.55;
1726580314383;85;-128.8002;-92772160.0000;0.55;
1726580319383;85;-131.5078;-93080224.0000;0.56;
1726580324383;85;-126.2550;-92995872.0000;0.56;
1726580329383;85;-128.3326;-92713400.0000;0.56;
1726580334383;85;-130.8992;-91531800.0000;0.56;
1726580339383;85;-128.1754;-92430520.0000;0.56;
1726580344383;85;-126.9868;-89939248.0000;0.56;
1726580349383;85;-125.9071;-91048752.0000;0.56;
1726580354383;85;-124.1303;-91525376.0000;0.56;
1726580359383;85;-127.3764;-91875600.0000;0.57;
1726580364383;85;-130.3839;-92002496.0000;0.57;
1726580369383;85;-127.4921;-88533896.0000;0.57;
1726580374383;85;-123.2946;-89771328.0000;0.57;
1726580379383;85;-124.6427;-89517376.0000;0.57;
1726580384383;85;-124.9088;-90205504.0000;0.57;
1726580389383;85;-125.7165;-90343504.0000;0.57;
1726580394383;85;-126.0238;-90778408.0000;0.58;
1726580399383;85;-124.9967;-85767000.0000;0.58;
1726580404383;85;-119.7483;-86368800.0000;0.58;
1726580409383;85;-121.0893;-87556000.0000;0.58;
1726580414383;85;-121.8754;-87819752.0000;0.58;
1726580419383;85;-119.6793;-88380896.0000;0.58;
1726580424383;85;-125.1359;-88508248.0000;0.58;
1726580429383;85;-120.5719;-88602848.0000;0.59;
1726580434383;85;-125.4643;-88825000.0000;0.59;
1726580439383;85;-120.8429;-88825000.0000;0.59;
1726580444384;85;-126.2024;-88877248.0000;0.59;
1726580449383;85;-121.3403;-89014600.0000;0.59;
1726580454383;85;-126.7457;-89322352.0000;0.59;
1726580459383;85;-118.2379;-86214376.0000;0.59;
1726580464383;85;-120.4383;-86810424.0000;0.59;
1726580469383;85;-123.4199;-87330000.0000;0.60;
1726580474383;85;-121.4918;-87594376.0000;0.60;
1726580479383;85;-121.9935;-87978000.0000;0.60;
1726580484383;85;-122.0677;-87773704.0000;0.60;
1726580489383;85;-121.8563;-87261904.0000;0.60;
1726580494383;85;-116.2190;-83892544.0000;0.60;
1726580499383;85;-114.7210;-81674752.0000;0.60;
1726580504383;85;-111.9641;-79926096.0000;0.61;
1726580509383;85;-112.0675;-78433344.0000;0.61;
1726580514383;85;-108.7356;-78092160.0000;0.61;
1726580519383;85;-107.7439;-77239160.0000;0.61;
1726580524383;85;-105.0555;-77068544.0000;0.61;
1726580529383;85;-109.0915;-76943024.0000;0.61;
1726580534383;85;-104.8597;-76943024.0000;0.61;
1726580539383;85;-108.8423;-76902704.0000;0.61;
1726580544383;85;-106.6693;-75621704.0000;0.62;
1726580549383;85;-104.9247;-75579000.0000;0.62;
1726580554383;85;-105.3566;-75836872.0000;0.62;
1726580559383;85;-105.3534;-76093224.0000;0.62;
1726580564383;85;-105.9339;-76009504.0000;0.62;
1726580569383;85;-105.9304;-76396160.0000;0.62;
1726580574383;85;-105.7267;-76098400.0000;0.62;
1726580579383;85;-103.6120;-76398000.0000;0.62;
1726580584383;85;-105.7683;-76271328.0000;0.63;
1726580589383;85;-107.7449;-75115048.0000;0.63;
1726580594384;85;-104.3107;-75072224.0000;0.63;
1726580599383;85;-104.4640;-74901808.0000;0.63;
1726580604383;85;-104.0099;-74301896.0000;0.63;
1726580609383;85;-101.6521;-75202752.0000;0.63;
1726580614383;85;-106.2942;-74731128.0000;0.63;
1726580619383;85;-104.9741;-75203704.0000;0.63;
1726580624383;85;-96.3936;-69629000.0000;0.63;
1726580629383;85;-97.0733;-69886248.0000;0.64;
1726580634383;85;-97.8479;-70827904.0000;0.64;
1726580639383;85;-98.2473;-70913704.0000;0.64;
1726580644383;85;-98.5371;-71083808.0000;0.64;
1726580649383;85;-96.6753;-71040872.0000;0.64;
1726580654383;85;-98.7275;-71211104.0000;0.64;
1726580659383;85;-100.7557;-71039296.0000;0.64;
1726580664383;85;-96.8736;-71252552.0000;0.64;
1726580669383;85;-100.8437;-71295520.0000;0.64;
1726580674384;85;-98.9162;-71466000.0000;0.65;
1726580679383;85;-98.9230;-71079000.0000;0.65;
1726580684383;85;-96.8861;-71378472.0000;0.65;
1726580689383;85;-101.0144;-71163344.0000;0.65;
1726580694383;85;-98.9905;-71764352.0000;0.65;
1726580699383;85;-99.0754;-71418352.0000;0.65;
1726580704383;85;-99.0610;-71459808.0000;0.65;
1726580709383;85;-99.0750;-71201192.0000;0.65;
1726580714383;85;-98.9989;-71459808.0000;0.65;
1726580719383;85;-99.1932;-71415000.0000;0.66;
1726580724383;85;-99.0971;-71283800.0000;0.66;
1726580729383;85;-97.1775;-71672160.0000;0.66;
1726580734383;85;-101.1347;-71281928.0000;0.66;
1726580739383;85;-99.1609;-71152400.0000;0.66;
1726580744383;85;-99.1296;-71366400.0000;0.66;
1726580749383;85;-99.2314;-71323200.0000;0.66;
1726580754383;85;-97.2488;-71623824.0000;0.66;
1726580759383;85;-101.2868;-71537376.0000;0.66;
1726580764383;85;-99.4251;-71622000.0000;0.67;
1726580769383;85;-97.2871;-71533576.0000;0.67;
1726580774383;85;-101.3893;-71620128.0000;0.67;
1726580779383;85;-97.3761;-71618192.0000;0.67;
1726580784383;85;-99.4544;-71529576.0000;0.67;
1726580789383;85;-99.3119;-71746200.0000;0.67;
1726580794383;85;-101.3695;-71657552.0000;0.67;
1726580799383;85;-99.4234;-71744248.0000;0.67;
1726580804383;85;-97.2744;-71525376.0000;0.68;
1726580809383;85;-100.7716;-70831376.0000;0.68;
1726580814383;85;-98.7051;-71436408.0000;0.68;
1726580819383;85;-98.7808;-69053000.0000;0.68;
1726580824383;85;-89.3718;-64628752.0000;0.68;
1726580829383;85;-90.3067;-65539624.0000;0.68;
1726580834383;85;-91.1800;-65837796.0000;0.68;
1726580839383;85;-89.5932;-65968000.0000;0.68;
1726580844383;85;-93.7353;-66440248.0000;0.68;
1726580849383;85;-90.1651;-66309976.0000;0.69;
1726580854383;85;-93.9607;-66304704.0000;0.69;
1726580859383;85;-90.3982;-66348148.0000;0.69;
1726580864383;85;-94.2516;-66603696.0000;0.69;
1726580869383;85;-92.4141;-66560228.0000;0.69;
1726580874383;85;-90.6129;-66603696.0000;0.69;
1726580879383;85;-94.3453;-66250500.0000;0.69;
1726580884383;85;-90.4979;-66419156.0000;0.69;
1726580889383;85;-94.3299;-66680296.0000;0.69;
1726580894383;85;-92.5046;-66892804.0000;0.70;
1726580899383;85;-88.0282;-61936080.0000;0.70;
1726580904383;85;-87.9423;-62240752.0000;0.70;
1726580909383;85;-85.3491;-63016848.0000;0.70;
1726580914383;85;-89.4173;-63365248.0000;0.70;
1726580919383;85;-87.8399;-63270900.0000;0.70;
1726580924383;85;-87.8682;-63488772.0000;0.70;
1726580929383;85;-88.1120;-63438000.0000;0.70;
1726580934383;85;-86.4404;-63656000.0000;0.70;
1726580939383;85;-90.0415;-63518004.0000;0.70;
1726580944383;85;-88.1699;-63299880.0000;0.71;
1726580949383;85;-88.2490;-63467096.0000;0.71;
1726580954383;85;-88.2497;-63685348.0000;0.71;
1726580959383;85;-86.5431;-63467096.0000;0.71;
1726580964383;85;-90.1651;-63678152.0000;0.71;
1726580969383;85;-86.5784;-63802000.0000;0.71;
1726580974383;85;-90.1984;-63933100.0000;0.71;
1726580979383;85;-86.7319;-63882228.0000;0.71;
1726580984383;85;-90.2330;-63532424.0000;0.71;
1726580989383;85;-88.4297;-63656248.0000;0.72;
1726580994383;85;-88.0602;-58635228.0000;0.72;
1726580999383;85;-81.1777;-58416600.0000;0.72;
1726581004383;85;-81.9636;-59509728.0000;0.72;
1726581009383;85;-82.7458;-59762504.0000;0.72;
1726581014383;85;-82.8647;-59674996.0000;0.72;
1726581019383;85;-81.2881;-59709096.0000;0.72;
1726581024383;85;-83.2583;-59971752.0000;0.72;
1726581029383;85;-85.1865;-60059296.0000;0.72;
1726581034383;85;-83.5441;-60531596.0000;0.72;
1726581039383;85;-83.4973;-60390852.0000;0.73;
1726581044383;85;-81.9025;-60390852.0000;0.73;
1726581049383;85;-85.3052;-60162200.0000;0.73;
1726581054383;85;-83.4725;-60372004.0000;0.73;
1726581059383;85;-83.6147;-59933252.0000;0.73;
1726581064383;85;-83.6525;-59923500.0000;0.73;
1726581069383;85;-82.0201;-59967404.0000;0.73;
1726581074383;85;-83.6856;-60099096.0000;0.73;
1726581079383;85;-83.7593;-60528652.0000;0.73;
1726581084383;85;-85.4170;-60440800.0000;0.74;
1726581089383;85;-82.1433;-60475204.0000;0.74;
1726581094383;85;-85.4761;-60211500.0000;0.74;
1726581099384;85;-83.8894;-60157800.0000;0.74;
1726581104383;85;-82.1591;-60201772.0000;0.74;
1726581109383;85;-83.8412;-60500000.0000;0.74;
1726581114383;85;-75.5505;-50821224.0000;0.74;
1726581119383;85;-71.2822;-51773100.0000;0.74;
1726581124383;85;-70.9868;-52608148.0000;0.74;
1726581129383;85;-74.2850;-52388400.0000;0.74;
1726581134383;85;-71.4449;-52432352.0000;0.74;
1726581139383;85;-75.0239;-53033848.0000;0.75;
1726581144383;85;-72.3987;-52901924.0000;0.75;
1726581149383;85;-75.3236;-53328000.0000;0.75;
1726581154383;85;-74.1071;-53592000.0000;0.75;
1726581159383;85;-74.0822;-53372000.0000;0.75;
1726581164383;85;-74.0367;-53050124.0000;0.75;
1726581169384;85;-72.6389;-53182204.0000;0.75;
1726581174383;85;-74.1772;-53578420.0000;0.75;
1726581179383;85;-75.6097;-53432652.0000;0.75;
1726581184383;85;-74.0795;-53080248.0000;0.75;
1726581189383;85;-74.2972;-53462976.0000;0.76;
1726581194383;85;-72.7787;-53507052.0000;0.76;
1726581199384;85;-75.6636;-53228700.0000;0.76;
1726581204385;85;-72.8088;-53537404.0000;0.76;
1726581209385;85;-55.4277;1268025.0000;0.76;
1726581214385;85;2.3688;1700400.0000;0.76;
1726581216747;85;1.1726;1962000.0000;0.76;2
